state,n_years_total,waste_metric,environmental_metric,n_years_used,pearson_corr,spearman_corr,abs_pearson_corr,abs_spearman_corr
NSW,15,ewaste_proxy_tonnes,tvoc_water_kg,15,-0.27408574957831244,-0.37115374447904503,0.27408574957831244,0.37115374447904503
NSW,15,ewaste_proxy_tonnes,lead_water_kg,15,-0.2434655319851716,-0.5214285714285714,0.2434655319851716,0.5214285714285714
NSW,15,ewaste_proxy_tonnes,nickel_land_kg,15,0.24167269672091812,0.07142857142857141,0.24167269672091812,0.07142857142857141
NSW,15,ewaste_proxy_tonnes,chromium_land_kg,15,0.23360081640852204,0.3,0.23360081640852204,0.3
NSW,15,ewaste_proxy_tonnes,mercury_land_kg,15,0.17542254519219602,0.37857142857142856,0.17542254519219602,0.37857142857142856
NSW,15,ewaste_proxy_tonnes,pm25_air_kg,15,-0.17482772250338233,-0.4035714285714285,0.17482772250338233,0.4035714285714285
NSW,15,ewaste_proxy_tonnes,nickel_air_kg,15,0.12918264335324872,0.13928571428571426,0.12918264335324872,0.13928571428571426
NSW,15,ewaste_proxy_tonnes,copper_land_kg,15,-0.1007311130763049,-0.04642857142857142,0.1007311130763049,0.04642857142857142
NSW,15,ewaste_proxy_tonnes,pm10_land_kg,15,,,,
NSW,15,ewaste_proxy_tonnes,pm10_water_kg,15,,,,
NSW,15,ewaste_proxy_tonnes,pm25_land_kg,15,,,,
NSW,15,ewaste_proxy_tonnes,pm25_water_kg,15,,,,
NSW,15,hazardous_disposal_tonnes,tvoc_air_kg,15,-0.8130606899097483,-0.8392857142857142,0.8130606899097483,0.8392857142857142
NSW,15,hazardous_disposal_tonnes,lead_land_kg,15,0.7847563376530872,0.7107142857142856,0.7847563376530872,0.7107142857142856
NSW,15,hazardous_disposal_tonnes,zinc_land_kg,15,0.7579239910508169,0.6535714285714285,0.7579239910508169,0.6535714285714285
NSW,15,hazardous_disposal_tonnes,lead_air_kg,15,0.7168836582519983,0.7249999999999999,0.7168836582519983,0.7249999999999999
NSW,15,hazardous_disposal_tonnes,copper_water_kg,15,0.6925920524195331,0.682142857142857,0.6925920524195331,0.682142857142857
NSW,15,hazardous_disposal_tonnes,total_air_emission_kg,15,-0.6526914098317136,-0.8785714285714284,0.6526914098317136,0.8785714285714284
NSW,15,hazardous_disposal_tonnes,zinc_air_kg,15,0.6131404560918114,0.6214285714285712,0.6131404560918114,0.6214285714285712
NSW,15,hazardous_disposal_tonnes,zinc_water_kg,15,-0.564157470189837,-0.7,0.564157470189837,0.7
NSW,15,hazardous_disposal_tonnes,mercury_air_kg,15,-0.531382013331924,-0.7178571428571427,0.531382013331924,0.7178571428571427
NSW,15,hazardous_disposal_tonnes,copper_air_kg,15,0.5052689891143639,0.43214285714285705,0.5052689891143639,0.43214285714285705
NSW,15,hazardous_disposal_tonnes,total_water_emission_kg,15,0.4941509530698097,0.475,0.4941509530698097,0.475
NSW,15,hazardous_disposal_tonnes,mercury_water_kg,15,-0.4928323412885269,-0.5964285714285712,0.4928323412885269,0.5964285714285712
NSW,15,hazardous_disposal_tonnes,pm10_air_kg,15,0.49097021743199376,0.4928571428571427,0.49097021743199376,0.4928571428571427
NSW,15,hazardous_disposal_tonnes,total_land_emission_kg,15,0.4641315425623659,0.575,0.4641315425623659,0.575
NSW,15,hazardous_disposal_tonnes,chromium_air_kg,15,0.45192053047671593,0.5928571428571427,0.45192053047671593,0.5928571428571427
NSW,15,hazardous_disposal_tonnes,nickel_water_kg,15,-0.4391133626223542,-0.21071428571428572,0.4391133626223542,0.21071428571428572
NSW,15,hazardous_disposal_tonnes,chromium_water_kg,15,-0.4121365638717932,-0.8035714285714284,0.4121365638717932,0.8035714285714284
NSW,15,hazardous_disposal_tonnes,cadmium_water_kg,15,-0.3986764188607139,-0.5785714285714285,0.3986764188607139,0.5785714285714285
NSW,15,hazardous_disposal_tonnes,cadmium_land_kg,15,0.286218218547963,-0.04642857142857142,0.286218218547963,0.04642857142857142
NSW,15,hazardous_disposal_tonnes,cadmium_air_kg,15,0.2700668164042706,0.23928571428571427,0.2700668164042706,0.23928571428571427
NSW,15,hazardous_disposal_tonnes,tvoc_water_kg,15,-0.2647412100835163,-0.3092947870658709,0.2647412100835163,0.3092947870658709
NSW,15,hazardous_disposal_tonnes,tvoc_land_kg,15,-0.26474121008351625,-0.3092947870658709,0.26474121008351625,0.3092947870658709
NSW,15,hazardous_disposal_tonnes,lead_water_kg,15,-0.2589336922560203,-0.475,0.2589336922560203,0.475
NSW,15,hazardous_disposal_tonnes,nickel_land_kg,15,0.24650890132224187,0.06428571428571428,0.24650890132224187,0.06428571428571428
NSW,15,hazardous_disposal_tonnes,mercury_land_kg,15,0.2274800632464016,0.38928571428571423,0.2274800632464016,0.38928571428571423
